obs_id,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3
HD_39060__2018-09-14__07-08-53,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-09-13_ird_convert_recenter_dc2022_COBREX_waffles_only_335495,2018-09-14T07:08:53.74,2018-09-14T07:08:09.67,2018-09-14T07:09:37.80,DB_H23,B_H,1.3200,1.8000,7.9700,,1.1474,1.3307,1.2121,1.9000,1.4500,1.4600,0.8000,1.5700,0.5245,1.5455,,0.0017,0.0025,,1.6840,2.5035,,1.8000,0.5938,0.6242,0.5762,3.4800,3.5100,3.7400,3.8232,18,18,-0.3027,2022-06-25_21-35-24,0,calib,2.0000,":= Beta Pic, but the 2018-09-14 obs is a fail (known pb) --> out",,0.0400,0,1,1.5455,1.6840,0.6657,1,0.8479,1,0
HD_39060__2018-09-14__08-18-07,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-09-13_ird_convert_recenter_dc2022_COBREX_waffles_only_335496,2018-09-14T08:18:07.34,2018-09-14T07:13:01.55,2018-09-14T09:29:15.20,DB_H23,B_H,1.4200,1.7000,10.1000,61.4021,0.7423,1.7929,1.0988,1.8000,1.5200,1.3500,0.8000,1.4285,0.6560,1.4199,,0.0017,0.0024,,1.6906,2.4032,,1.8000,0.6567,0.8000,0.4561,3.4800,3.5100,3.7400,3.8232,1878,1878,-39.4158,2022-06-25_22-08-59,0,calib,2.0000,interactive,,0.0400,0,0,1.4199,1.6906,0.6939,1,0.8638,1,0
HD_39060__2018-09-17__09-17-08,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-09-16_ird_convert_recenter_dc2022_COBREX_waffles_only_335564,2018-09-17T09:17:08.86,2018-09-17T08:30:44.53,2018-09-17T10:04:13.01,DB_H23,B_H,0.6900,3.8000,6.4300,25.3971,0.3419,0.9785,0.5353,1.1600,1.0500,0.9800,0.8000,0.7418,0.5255,0.6923,,0.0037,0.0042,,3.7200,4.1674,,4.5000,0.8741,0.9238,0.6869,3.4800,3.5100,3.7400,3.8232,1380,1380,-36.7926,2022-06-25_23-40-37,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,2,0.6923,3.7200,0.8977,2,0.9563,2,2
HD_39060__2018-10-18__08-15-58,HD_39060,BET_PIC,,HIP_27321,HR_2020,TYC_8099-1392-1,SAO_234134,HIP 27321_DB_H23_2018-10-17_ird_convert_recenter_dc2022_COBREX_waffles_only_335588,2018-10-18T08:15:58.65,2018-10-18T07:19:58.93,2018-10-18T09:13:39.03,DB_H23,B_H,1.0300,3.2000,10.2000,40.6319,0.4842,1.3525,0.7436,1.2600,1.1700,1.0800,0.8000,1.0401,0.3786,1.0416,,0.0031,0.0068,,3.0921,6.8265,,3.1000,0.8519,0.8980,0.6907,3.4800,3.5100,3.7400,3.8232,1620,1620,-54.5317,2022-06-26_02-55-57,0,train,3.0000,":= Beta Pic, bright edge-on disk, draw rectangular box full diagonal x 60 pix ",,0.0400,0,1,1.0416,3.0921,0.8217,2,0.9206,2,1
HD_44627__2015-02-06__02-21-02,HD_44627,HIP_30034,,HIP_30034,,TYC_8542-384-1,SAO_234448,HIP 30034_DB_H23_2015-02-05_ird_convert_recenter_dc2022_COBREX_337970,2015-02-06T02:21:02.13,2015-02-06T01:45:40.19,2015-02-06T02:56:22.50,DB_H23,B_H,1.0800,5.3000,3.2500,13.9227,-1.0000,-1.0000,-1.0000,1.2100,1.0800,1.0100,1.2000,,,,1.0763,,,0.0054,,,5.3891,5.7000,-1.0000,-1.0000,-1.0000,6.9810,7.0880,,8.8383,64,64,-28.2812,2022-07-19_11-28-15,0,train,0.0000,interactive,,0.0300,0,1,1.0763,5.3891,0.7615,1,0.8430,1,1
HD_45270__2016-01-16__03-24-43,HD_45270,HIP_30314,,HIP_30314,,TYC_8894-491-1,SAO_249526,HIP 30314_DB_H23_2016-01-15_ird_convert_recenter_dc2022_COBREX_331427,2016-01-16T03:24:43.22,2016-01-16T02:48:09.13,2016-01-16T04:01:19.82,DB_H23,B_H,1.6900,1.6000,10.6000,26.6440,0.6092,1.5366,0.9249,1.4600,1.2900,1.2000,1.0000,,,,1.6921,,,0.0016,,,1.5530,1.9000,0.7833,0.8431,0.6485,5.0450,5.1600,,6.3652,256,256,-28.3446,2022-06-22_15-32-38,0,train,0.0000,interactive,,0.0400,0,0,1.6921,1.5530,0.6179,1,0.8117,1,0
HD_51797__2016-01-03__04-28-49,HD_51797,TYC_8118_0871_1,,,,TYC_8118-871-1,,HD 51797_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_330172,2016-01-03T04:28:49.08,2016-01-03T03:53:39.32,2016-01-03T05:03:57.53,DB_H23,B_H,0.5500,4.3000,1.2000,27.9360,0.2398,0.4511,0.3217,1.0700,1.0200,42.6500,1.0000,,,,0.5385,,,0.0044,,,4.4054,4.9000,0.7651,0.8057,0.6986,7.8030,7.8930,9.8000,9.4328,64,64,-39.5316,2022-06-16_16-43-14,0,train,0.0000,interactive,,0.0400,1,0,0.5385,4.4054,0.7817,0,0.7876,-1,-1
HD_55279__2015-12-27__05-19-54,HD_55279,HIP 33737,,HIP_33737,,TYC_9388-1112-1,,HIP 33737_DB_H23_2015-12-26_ird_convert_recenter_dc2022_COBREX_331871,2015-12-27T05:19:54.98,2015-12-27T04:44:45.11,2015-12-27T05:55:03.82,DB_H23,B_H,1.5800,2.2000,1.3800,20.8227,0.4203,1.0157,0.5546,1.4400,1.0300,0.8400,1.0000,,,,1.4704,,,0.0025,,,2.4763,1.9000,0.7346,0.7657,0.6652,7.6520,7.8310,,9.7772,64,64,-19.2161,2022-06-24_21-02-16,0,train,0.0000,interactive,,0.0400,1,0,1.4704,2.4763,0.5484,0,0.6908,-1,-1
HD_55279__2017-02-08__02-59-38,HD_55279,HIP_33737,,HIP_33737,,TYC_9388-1112-1,,HIP 33737_DB_H23_2017-02-07_ird_convert_recenter_dc2022_COBREX_waffles_only_333506,2017-02-08T02:59:38.96,2017-02-08T02:03:09.51,2017-02-08T04:00:42.80,DB_H23,B_H,0.6000,6.7000,4.5300,29.7862,0.4954,1.2123,0.7077,1.6300,1.1700,0.9500,1.0000,,,0.5946,,,,,,,,6.9000,0.7149,0.7798,0.6346,7.6520,7.8310,,9.7772,78,78,-32.2407,2022-06-25_07-59-43,0,train,0.0000,interactive,,0.0400,0,2,0.5946,6.7000,0.8070,2,0.7949,0,2
HD_56022__2015-12-29__06-30-09,HD_56022,HIP_34899,,HIP_34899,HR_2746,TYC_8119-1757-1,SAO_218546,HIP 34899_DB_H23_2015-12-28_ird_convert_recenter_dc2022_COBREX_331909,2015-12-29T06:30:09.08,2015-12-29T05:54:30.94,2015-12-29T07:05:46.43,DB_H23,B_H,1.9600,1.2000,14.8000,14.5517,0.5516,2.0230,0.9135,1.4600,1.3700,1.3100,1.0000,,,,2.0259,,,0.0012,,,1.2189,0.7000,0.7788,0.8574,0.4506,4.8740,4.9490,,4.8553,128,128,-34.7126,2022-06-24_21-46-22,0,val,0.0000,interactive,,0.0400,0,0,2.0259,1.2189,0.5200,0,0.7675,0,0
HD_56022__2016-03-30__00-11-02,HD_56022,HIP_34899,,HIP_34899,HR_2746,TYC_8119-1757-1,SAO_218546,HIP 34899_DB_H23_2016-03-29_ird_convert_recenter_dc2022_COBREX_waffles_only_328271,2016-03-30T00:11:02.49,2016-03-29T23:26:27.21,2016-03-30T00:55:37.51,DB_H23,B_H,0.9300,3.3000,4.7500,26.7939,0.2529,1.0621,0.4228,1.0200,0.9600,0.8900,1.4000,,,,1.0038,,,0.0033,,,3.2925,2.3000,0.9130,0.9358,0.8101,4.8740,4.9490,,4.8553,80,80,-47.7005,2022-06-08_16-05-51,0,train,0.0000,interactive,,0.0300,0,2,1.0038,3.2925,0.8310,2,0.9226,2,1
HD_61005__2015-02-03__03-17-59,HD_61005,HIP_36948,,HIP_36948,,TYC_7109-2638-1,SAO_198166,HIP 36948_DB_NDH23_2015-02-02_ird_convert_recenter_dc2022_COBREX_330394,2015-02-03T03:17:59.99,2015-02-03T02:42:37.19,2015-02-03T03:53:18.09,DB_NDH23,B_ND-H,0.6600,23.1000,1.5500,8.4542,-1.0000,-1.0000,-1.0000,0.9100,0.9100,0.8400,1.2000,,,,0.6900,,,0.0196,,,19.5957,35.5000,-1.0000,-1.0000,-1.0000,6.4580,6.5780,,8.0168,64,64,-93.0400,2022-06-17_09-56-48,0,train,3.0000,interactive,,0.0300,1,0,0.6900,19.5957,0.8963,0,0.9269,-1,-1
HD_61005__2015-03-30__00-49-51,HD_61005,HIP_36948,,HIP_36948,,TYC_7109-2638-1,SAO_198166,HIP 36948_DB_K12_2015-03-29_ird_convert_recenter_dc2022_COBREX_329431,2015-03-30T00:49:51.24,2015-03-30T00:43:16.40,2015-03-30T00:56:26.09,DB_K12,B_Ks,1.2400,1.6000,12.7800,,-1.0000,-1.0000,-1.0000,1.1800,1.1500,1.0900,1.2000,,,,1.2783,,,0.0016,,,1.6315,1.4000,-1.0000,-1.0000,-1.0000,6.4580,6.5780,,8.0168,8,8,-5.8528,2022-06-15_11-05-49,0,train,3.0000,interactive,,0.0300,0,1,1.2783,1.6315,0.5195,0,0.7876,0,1
HD_71155__2016-01-19__05-00-11,HD_71155,HIP_41307,,HIP_41307,HR_3314,TYC_4857-2151-1,SAO_135896,HIP 41307_DB_H23_2016-01-18_ird_convert_recenter_dc2022_COBREX_332035,2016-01-19T05:00:11.88,2016-01-19T04:26:27.46,2016-01-19T05:33:56.41,DB_H23,B_H,1.8000,1.6000,7.7500,30.5316,0.4519,1.3227,0.7085,1.3300,1.2700,1.1600,1.0000,,,,1.7595,,,0.0016,,,1.6235,1.3000,0.8791,0.9176,0.7485,3.9300,3.9200,3.8700,3.9023,448,448,40.4293,2022-06-24_22-31-22,0,train,0.0000,interactive,,0.0400,0,0,1.7595,1.6235,0.6140,1,0.8183,1,0
HD_74576__2016-01-03__05-37-08,HD_74576,HIP 42808,,HIP_42808,,TYC_7675-3469-1,SAO_199544,HIP 42808_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_waffles_only_330179,2016-01-03T05:37:08.27,2016-01-03T05:36:00.87,2016-01-03T05:38:15.67,DB_H23,B_H,0.6100,6.6000,1.3500,,0.2062,0.2441,0.2270,0.7600,0.7300,0.6900,1.0000,,,,0.5650,,,0.0064,,,6.4260,6.6000,0.9028,0.9103,0.8968,4.3580,4.4410,,6.2846,8,8,-1.0955,2022-06-16_16-53-30,0,train,0.0000,interactive,,0.0400,1,0,0.5650,6.4260,0.9244,0,0.9547,-1,-1
HD_74576__2016-01-03__06-20-39,HD_74576,HIP 42808,,HIP_42808,,TYC_7675-3469-1,SAO_199544,HIP 42808_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_330173,2016-01-03T06:20:39.97,2016-01-03T05:42:05.93,2016-01-03T06:59:14.00,DB_H23,B_H,0.5200,7.5000,1.8300,28.0862,0.2050,0.3242,0.2481,0.7700,0.7600,0.7000,1.0000,,,,0.5239,,,0.0074,,,7.3637,9.4000,0.9058,0.9234,0.8741,4.3580,4.4410,,6.2846,512,512,-62.8840,2022-06-16_16-52-33,0,val,0.0000,interactive,,0.0400,1,0,0.5239,7.3637,0.9327,0,0.9582,-1,-1
HD_74576__2016-03-28__00-10-22,HD_74576,HIP_42808,,HIP_42808,,TYC_7675-3469-1,SAO_199544,HIP 42808_DB_H23_2016-03-27_ird_convert_recenter_dc2022_COBREX_332289,2016-03-28T00:10:22.76,2016-03-27T23:35:13.78,2016-03-28T00:45:30.99,DB_H23,B_H,1.0800,3.3000,8.3500,17.2379,0.3290,0.7893,0.4772,0.9300,0.9000,0.8400,1.0000,,,,1.0963,,,0.0032,,,3.2049,3.6000,0.8891,0.9081,0.8371,4.3580,4.4410,,6.2846,64,64,-42.5758,2022-06-25_00-04-24,0,train,0.0000,interactive,,0.0300,0,1,1.0963,3.2049,0.8041,2,0.9007,2,1
HD_74576__2016-12-12__07-55-28,HD_74576,HIP_42808,,HIP_42808,,TYC_7675-3469-1,SAO_199544,HIP 42808_DB_H23_2016-12-11_ird_convert_recenter_dc2022_COBREX_waffles_only_333280,2016-12-12T07:55:28.41,2016-12-12T07:21:23.51,2016-12-12T08:27:29.57,DB_H23,B_H,2.4800,1.5000,11.2800,35.8380,-1.0000,-1.0000,-1.0000,3.4100,3.3500,1.7000,1.0000,2.3542,1.8052,2.4881,,0.0015,0.0023,,1.5093,2.3380,,1.8000,-1.0000,-1.0000,-1.0000,4.3580,4.4410,,6.2846,54,54,-55.9169,2022-06-25_07-21-21,0,train,0.0000,interactive,,0.0400,0,0,2.4881,1.5093,0.4446,0,0.7010,0,0
HD_75416__2016-01-02__07-07-51,HD_75416,HIP 42637,,HIP_42637,HR_3502,TYC_9403-1986-1,SAO_256543,HIP 42637_DB_H23_2016-01-01_ird_convert_recenter_dc2022_COBREX_331442,2016-01-02T07:07:51.52,2016-01-02T06:24:03.61,2016-01-02T07:51:37.95,DB_H23,B_H,0.7400,3.1000,3.2800,27.7441,0.2636,0.6682,0.3894,1.6700,1.2100,7.4100,1.0000,,,,0.7302,,,0.0032,,,3.1510,4.3000,0.8731,0.9021,0.7964,5.7180,5.7210,,5.4426,80,80,-24.1688,2022-06-22_15-38-42,0,train,0.0000,interactive,,0.0400,0,2,0.7302,3.1510,0.8804,2,0.9451,2,2
HD_75416__2016-12-13__07-47-26,HD_75416,HIP_42637,,HIP_42637,HR_3502,TYC_9403-1986-1,SAO_256543,HIP 42637_DB_H23_2016-12-12_ird_convert_recenter_dc2022_COBREX_waffles_only_333321,2016-12-13T07:47:26.63,2016-12-13T06:55:56.14,2016-12-13T08:38:46.21,DB_H23,B_H,0.6900,5.6000,7.8800,18.9281,-1.0000,-1.0000,-1.0000,1.2800,0.9200,0.8200,1.0000,0.7111,0.3720,0.6797,,0.0059,0.0103,,5.9479,10.3326,,4.1000,-1.0000,-1.0000,-1.0000,5.7180,5.7210,,5.4426,90,90,-28.4732,2022-06-25_07-33-08,0,train,0.0000,interactive,,0.0400,0,2,0.6797,5.9479,0.9091,2,0.9545,2,2
HD_75505__2015-02-06__04-17-12,HD_75505,HD_75505,,,,TYC_9403-119-1,SAO_256544,HD 75505_DB_H23_2015-02-05_ird_convert_recenter_dc2022_COBREX_328817,2015-02-06T04:17:12.65,2015-02-06T03:26:41.89,2015-02-06T05:16:36.44,DB_H23,B_H,1.2000,3.9000,7.3300,16.6309,-1.0000,-1.0000,-1.0000,2.0100,1.4500,1.1000,1.2000,,,,1.3377,,,0.0038,,,3.7874,2.3000,-1.0000,-1.0000,-1.0000,6.9280,6.9870,,7.3711,84,84,-30.4175,2022-06-12_17-33-19,0,train,0.0000,interactive,,0.0300,0,1,1.3377,3.7874,0.7434,1,0.8486,1,0
HD_75505__2018-01-06__05-11-44,HD_75505,HD_75505,,,,TYC_9403-119-1,SAO_256544,HD 75505_DB_H23_2018-01-05_ird_convert_recenter_dc2022_COBREX_waffles_only_333040,2018-01-06T05:11:44.11,2018-01-06T04:21:25.05,2018-01-06T06:01:59.56,DB_H23,B_H,0.5900,7.7000,3.6500,26.5919,0.3847,1.0611,0.5521,1.8600,1.3400,1.0100,1.0000,0.6999,0.3047,0.6193,,0.0068,0.0094,,6.8033,9.3705,,9.2000,0.8196,0.8526,0.7295,6.9280,6.9870,,7.3711,60,60,-27.4253,2022-06-25_06-12-48,0,train,0.0000,interactive,,0.0400,0,2,0.6193,6.8033,0.9002,2,0.9223,2,2
HD_77825__2016-04-17__00-37-21,HD_77825,HIP_44526,,HIP_44526,,TYC_6027-1246-1,SAO_154881,HIP 44526_DB_H23_2016-04-16_ird_convert_recenter_dc2022_COBREX_337949,2016-04-17T00:37:21.99,2016-04-16T23:50:44.88,2016-04-17T01:11:39.55,DB_H23,B_H,0.6400,4.6000,6.8500,43.8756,0.0205,0.7705,0.4412,0.8600,0.8500,0.8100,0.8000,0.6809,0.4194,0.6463,,0.0047,0.0062,,4.6837,6.1672,,3.6000,0.7373,0.9998,0.6452,6.3880,6.5420,,8.4640,57,57,78.3281,2022-07-19_10-31-47,0,train,0.0000,interactive,,0.0300,0,2,0.6463,4.6837,0.8384,2,0.8985,2,2
HD_77825__2017-02-13__04-41-12,HD_77825,HIP_44526,,HIP_44526,,TYC_6027-1246-1,SAO_154881,HIP 44526_DB_H23_2017-02-12_ird_convert_recenter_dc2022_COBREX_329565,2017-02-13T04:41:12.26,2017-02-13T04:30:14.66,2017-02-13T04:52:09.46,DB_H23,B_H,0.5900,8.1000,6.2800,,0.3148,0.9401,0.4418,0.8500,0.8400,0.7900,0.8000,,,0.6191,,,,,,,,8.8000,0.7848,0.8153,0.6905,6.3880,6.5420,,8.4640,20,20,20.1459,2022-06-16_10-17-16,0,train,0.0000,interactive,,0.0400,0,2,0.6191,8.1000,0.8788,2,0.9098,2,2
HD_84075__2015-02-05__04-36-52,HD_84075,HIP_47135,,HIP_47135,,TYC_9400-1713-1,SAO_256643,HIP 47135_DB_H23_2015-02-04_ird_convert_recenter_dc2022_COBREX_332420,2015-02-05T04:36:52.48,2015-02-05T04:23:35.91,2015-02-05T04:50:10.08,DB_H23,B_H,1.7100,3.0000,3.8800,,-1.0000,-1.0000,-1.0000,1.8200,1.3300,1.0500,1.2000,,,,1.8112,,,0.0031,,,3.1129,2.7000,-1.0000,-1.0000,-1.0000,7.1600,7.2410,,8.4458,24,24,-7.1735,2022-06-25_02-19-29,0,train,0.0000,interactive,,0.0300,0,0,1.8112,3.1129,0.5627,1,0.7617,0,0
HD_84075__2016-01-18__06-13-16,HD_84075,HIP_47135,,HIP_47135,,TYC_9400-1713-1,SAO_256643,HIP 47135_DB_H23_2016-01-17_ird_convert_recenter_dc2022_COBREX_332003,2016-01-18T06:13:16.00,2016-01-18T05:29:25.89,2016-01-18T06:57:04.24,DB_H23,B_H,1.4500,1.8000,1.5500,31.2225,0.3952,0.9719,0.5412,1.8100,1.3200,11.8700,1.0000,,,,1.5249,,,0.0019,,,1.8815,2.3000,0.7291,0.7822,0.6610,7.1600,7.2410,,8.4458,80,80,-24.3869,2022-06-24_22-07-21,0,train,0.0000,interactive,,0.0400,1,0,1.5249,1.8815,0.5186,0,0.7626,-1,-1
HD_84075__2017-02-11__04-54-44,HD_84075,HIP_47135,,HIP_47135,,TYC_9400-1713-1,SAO_256643,HIP 47135_DB_H23_2017-02-10_ird_convert_recenter_dc2022_COBREX_333619,2017-02-11T04:54:44.15,2017-02-11T04:10:55.39,2017-02-11T05:38:32.17,DB_H23,B_H,0.5100,6.1000,11.0000,35.2689,0.4055,0.7626,0.5413,1.8200,1.3200,21.3000,0.8000,,,0.5249,,,,,,,,4.0000,0.6911,0.7316,0.6112,7.1600,7.2410,,8.4458,80,80,-24.4086,2022-06-25_08-19-38,0,train,0.0000,interactive,,0.0400,0,2,0.5249,6.1000,0.8786,2,0.9136,2,2
HD_8558__2015-09-24__06-06-43,HD_8558,HIP_6485,,HIP_6485,,TYC_8477-5-1,SAO_232406,HIP 6485_DB_H23_2015-09-23_ird_convert_recenter_dc2022_COBREX_328650,2015-09-24T06:06:43.19,2015-09-24T05:31:33.15,2015-09-24T06:41:50.87,DB_H23,B_H,2.0500,0.9000,16.4500,60.2066,0.7518,1.9174,1.1475,22.5300,20.2800,2.4500,1.0000,,,,1.9973,,,0.0010,,,0.9810,0.9000,0.3946,0.5338,0.2404,6.8470,6.9460,,8.3900,64,64,-28.7776,2022-06-10_20-07-31,0,train,0.0000,interactive,,0.1000,0,0,1.9973,0.9810,0.2332,0,0.6072,0,0
HD_8558__2015-10-28__03-08-29,HD_8558,HIP6485,,HIP_6485,,TYC_8477-5-1,SAO_232406,HIP 6485_DB_H23_2015-10-27_ird_convert_recenter_dc2022_COBREX_328652,2015-10-28T03:08:29.93,2015-10-28T02:33:20.83,2015-10-28T03:43:38.28,DB_H23,B_H,1.0200,2.0000,1.7000,40.3280,0.3921,1.1088,0.5263,1.1200,1.0000,0.9100,1.4000,,,,1.0338,,,0.0020,,,1.9698,1.9000,0.6655,0.7226,0.5611,6.8470,6.9460,,8.3900,64,64,-28.2168,2022-06-10_20-09-37,0,test,0.0000,interactive,,0.0500,1,0,1.0338,1.9698,0.6144,0,0.8210,-1,-1
HD_8558__2016-10-14__05-09-10,HD_8558,HIP_6485,,HIP_6485,,TYC_8477-5-1,SAO_232406,HIP 6485_DB_H23_2016-10-13_ird_convert_recenter_dc2022_COBREX_330680,2016-10-14T05:09:10.35,2016-10-14T04:33:59.83,2016-10-14T05:44:22.72,DB_H23,B_H,0.5600,2.8000,6.0300,56.2291,-1.0000,-1.0000,-1.0000,1.0600,0.9500,0.8800,1.0000,0.6483,0.3770,0.5688,,0.0028,0.0030,,2.8322,3.0140,,3.1000,-1.0000,-1.0000,-1.0000,6.8470,6.9460,,8.3900,64,64,-28.1611,2022-06-17_18-36-48,0,train,0.0000,interactive,,0.0300,0,1,0.5688,2.8322,0.7771,1,0.8875,1,1
HD_88955__2015-03-30__01-49-28,HD_88955,HIP_50191,,HIP_50191,HR_4023,TYC_7716-3704-1,SAO_221895,HIP 50191_DB_H23_2015-03-29_ird_convert_recenter_dc2022_COBREX_329348,2015-03-30T01:49:28.96,2015-03-30T01:47:30.66,2015-03-30T01:51:27.26,DB_H23,B_H,1.7700,1.3000,12.7800,,-1.0000,-1.0000,-1.0000,1.3900,1.3500,1.2400,1.2000,,,,1.6633,,,0.0013,,,1.2993,1.3000,-1.0000,-1.0000,-1.0000,3.7400,3.7500,3.8300,3.8467,14,14,-2.3397,2022-06-14_15-26-47,0,,1.0000,"missing reductions, but PACO, cADI finished",,0.0300,0,0,1.6633,1.2993,0.6069,1,0.8220,1,0
HD_88955__2015-05-10__23-55-22,HD_88955,HIP_50191,,HIP_50191,HR_4023,TYC_7716-3704-1,SAO_221895,HIP 50191_DB_H23_2015-05-10_ird_convert_recenter_dc2022_COBREX_332738,2015-05-10T23:55:22.95,2015-05-10T23:36:40.01,2015-05-11T00:14:06.51,DB_H23,B_H,0.8300,3.6000,8.2800,25.1579,-1.0000,-1.0000,-1.0000,0.9500,0.9200,0.8500,1.0000,,,,0.8486,,,0.0036,,,3.6045,3.5000,-1.0000,-1.0000,-1.0000,3.7400,3.7500,3.8300,3.8467,128,128,-27.3100,2022-06-25_03-58-36,1,,,,,0.0400,0,2,0.8486,3.6045,0.8675,2,0.9418,2,2
HD_88955__2016-03-27__02-19-10,HD_88955,HIP_50191,,HIP_50191,HR_4023,TYC_7716-3704-1,SAO_221895,HIP 50191_DB_H23_2016-03-26_ird_convert_recenter_dc2022_COBREX_waffles_only_332234,2016-03-27T02:19:10.89,2016-03-27T01:50:03.97,2016-03-27T02:48:16.93,DB_H23,B_H,2.7800,0.9000,11.7800,26.0300,0.8120,1.9533,1.3212,1.7300,1.6800,1.4800,1.4000,,,,2.7648,,,0.0009,,,0.9221,0.9000,0.6535,0.8178,0.4407,3.7400,3.7500,3.8300,3.8467,100,100,-40.6608,2022-06-24_23-42-23,0,train,0.0000,interactive,,0.0300,0,0,2.7648,0.9221,0.3396,0,0.6475,0,0
HD_88955__2018-01-05__08-09-37,HD_88955,HIP_50191,,HIP_50191,HR_4023,TYC_7716-3704-1,SAO_221895,HIP 50191_DB_H23_2018-01-04_ird_convert_recenter_dc2022_COBREX_waffles_only_333026,2018-01-05T08:09:37.77,2018-01-05T07:41:10.26,2018-01-05T08:43:40.83,DB_H23,B_H,0.5500,7.8000,1.3300,33.4588,0.1930,0.3481,0.2680,0.8100,0.7900,0.7300,1.0000,0.6467,0.2277,0.5468,,0.0079,0.0081,,7.9002,8.1112,,10.0000,0.9048,0.9222,0.8730,3.7400,3.7500,3.8300,3.8467,675,675,-44.3999,2022-06-25_06-03-15,0,train,0.0000,interactive,,0.0400,0,2,0.5468,7.9002,0.9388,2,0.9720,2,2
HD_88955__2018-02-27__04-08-45,HD_88955,HIP_50191,,HIP_50191,HR_4023,TYC_7716-3704-1,SAO_221895,HIP 50191_DB_H23_2018-02-26_ird_convert_recenter_dc2022_COBREX_waffles_only_333157,2018-02-27T04:08:45.40,2018-02-27T03:27:48.77,2018-02-27T04:49:44.48,DB_H23,B_H,0.6900,7.9000,4.7500,24.0296,0.2573,0.6719,0.4197,0.8900,0.8600,0.8100,1.0000,0.7309,0.4707,0.7113,,0.0068,0.0095,,6.7538,9.4616,,7.9000,0.9296,0.9476,0.8967,3.7400,3.7500,3.8300,3.8467,140,140,-55.5528,2022-06-25_06-49-28,0,test,0.0000,interactive,,0.0200,0,2,0.7113,6.7538,0.9089,2,0.9583,2,2
HD_9054__2015-09-30__05-10-46,HD_9054,HIP_6856,,HIP_6856,,TYC_8474-825-1,,NAME HIP 6856 cc-2_DB_H23_2015-09-29_ird_convert_recenter_dc2022_COBREX_329045,2015-09-30T05:10:46.30,2015-09-30T04:24:07.83,2015-09-30T06:04:12.98,DB_H23,B_H,0.9800,2.6000,3.1000,32.2242,0.2523,0.6224,0.3256,0.8400,0.7800,0.7400,1.0000,,,,1.0029,,,0.0025,,,2.5000,3.0000,0.7394,0.7870,0.6680,6.8340,6.9440,,8.9754,160,160,-46.3504,2022-06-13_12-27-37,0,train,0.0000,interactive,,0.0600,0,1,1.0029,2.5000,0.6675,1,0.8120,1,1
HD_9054__2017-09-29__05-43-40,HD_9054,HIP_6856,,HIP_6856,,TYC_8474-825-1,,NAME HIP 6856 cc-2_DB_H23_2017-09-28_ird_convert_recenter_dc2022_COBREX_332215,2017-09-29T05:43:40.94,2017-09-29T05:07:58.13,2017-09-29T06:27:12.00,DB_H23,B_H,0.4300,4.6000,2.8000,43.6834,0.3425,0.5955,0.4304,0.9100,0.8400,0.7900,1.0000,0.5066,0.3321,0.4290,,0.0048,0.0050,,4.8479,5.0069,,5.2000,0.6574,0.7176,0.5663,6.8340,6.9440,,8.9754,40,40,-37.0002,2022-06-24_23-32-27,0,test,0.0000,interactive,,0.0400,1,0,0.4290,4.8479,0.8550,0,0.8832,-1,-1
